ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating_count,rating_mean,genre,book_age,popularity_score
0375406328,Lying Awake,Mark Salzman,2000.0,Alfred A. Knopf,http://images.amazon.com/images/P/0375406328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375406328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375406328.01.LZZZZZZZ.jpg,6,7.333333333333333,Fiction,26.0,4.464171122994652
0446310786,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,143,9.062937062937063,Historical,38.0,6.96717400246812
0449005615,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,http://images.amazon.com/images/P/0449005615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449005615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449005615.01.LZZZZZZZ.jpg,62,8.806451612903226,Fiction,24.0,5.946972572020011
0060168013,Pigs in Heaven,Barbara Kingsolver,1993.0,Harpercollins,http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.LZZZZZZZ.jpg,9,8.11111111111111,Fiction,33.0,4.962923351158645
0061099686,Downtown,Anne Rivers Siddons,1995.0,HarperTorch,http://images.amazon.com/images/P/0061099686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099686.01.LZZZZZZZ.jpg,5,7.6,Fiction,31.0,4.613475935828877
0553582909,Icebound,Dean R. Koontz,2000.0,Bantam Books,http://images.amazon.com/images/P/0553582909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582909.01.LZZZZZZZ.jpg,9,7.555555555555555,Fiction,26.0,4.629590017825312
0671888587,I'll Be Seeing You,Mary Higgins Clark,1994.0,Pocket,http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.LZZZZZZZ.jpg,29,7.482758620689655,Fiction,32.0,4.7998156002212795
0553582747,From the Corner of His Eye,Dean Koontz,2001.0,Bantam Books,http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg,52,8.134615384615385,Fiction,25.0,5.436918963389552
0425182908,Isle of Dogs,Patricia Cornwell,2002.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg,52,5.423076923076923,Fiction,24.0,3.8099958864664747
042518630X,Purity in Death,J.D. Robb,2002.0,Berkley Publishing Group,http://images.amazon.com/images/P/042518630X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.LZZZZZZZ.jpg,25,7.76,Fiction,24.0,4.923379679144385
0440223571,This Year It Will Be Different: And Other Stories,Maeve Binchy,1997.0,Dell,http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg,16,7.125,Fiction,29.0,4.446122994652406
0842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,2000.0,Tyndale House Publishers,http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg,26,7.038461538461538,Fiction,26.0,4.501151789387084
0440225701,The Street Lawyer,JOHN GRISHAM,1999.0,Dell,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg,77,7.623376623376624,Fiction,27.0,5.39755538579068
0671623249,LONESOME DOVE,Larry McMurtry,1986.0,Pocket,http://images.amazon.com/images/P/0671623249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg,13,8.846153846153847,Fiction,40.0,5.446729740847387
042511774X,Breathing Lessons,Anne Tyler,1994.0,Berkley Publishing Group,http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg,29,7.448275862068965,Fiction,32.0,4.779125945048866
0804106304,The Joy Luck Club,Amy Tan,1994.0,Prentice Hall (K-12),http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg,126,8.222222222222221,Fiction,32.0,6.280926916221033
1853260053,Tess of the D'Urbervilles (Wordsworth Classics),Thomas Hardy,1997.0,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260053.01.LZZZZZZZ.jpg,5,8.0,Fiction,29.0,4.853475935828877
0060938412,The Accidental Virgin,Valerie Frankel,2003.0,Avon Trade,http://images.amazon.com/images/P/0060938412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938412.01.LZZZZZZZ.jpg,7,7.285714285714286,Fiction,23.0,4.446294881588999
0140067477,The Tao of Pooh,Benjamin Hoff,1983.0,Penguin Books,http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg,67,7.91044776119403,Fiction,43.0,5.46284619682337
0345465083,Seabiscuit,LAURA HILLENBRAND,2003.0,Ballantine Books,http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg,30,8.8,Fiction,23.0,5.600855614973263
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson,http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg,30,7.933333333333334,Fiction,35.0,5.080855614973262
0441783589,Starship Troopers,Robert A. Heinlein,1987.0,Ace Books,http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg,15,7.8,Science Fiction,39.0,4.8404278074866305
0394895894,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",PHILIP PULLMAN,1988.0,Laurel Leaf,http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg,7,8.428571428571429,Fiction,38.0,5.132009167303285
0316769487,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,143,7.6573426573426575,Fiction,35.0,6.123817359111476
0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994.0,Random House,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,75,7.8,Fiction,32.0,5.482139037433155
0671867156,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket,http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,36,7.861111111111111,Fiction,28.0,5.10169340463458
0312252617,Fast Women,Jennifer Crusie,2001.0,St. Martin's Press,http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg,9,7.555555555555555,Fiction,25.0,4.629590017825312
0312261594,Female Intelligence,Jane Heller,2001.0,St. Martin's Press,http://images.amazon.com/images/P/0312261594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg,10,6.5,Fiction,25.0,4.006951871657754
0316748641,Pasquale's Nose: Idle Days in an Italian Town,Michael Rips,2002.0,Back Bay Books,http://images.amazon.com/images/P/0316748641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.LZZZZZZZ.jpg,6,7.0,Fiction,24.0,4.264171122994653
0446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000.0,Warner Books,http://images.amazon.com/images/P/0446677450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg,28,8.035714285714286,Fiction,26.0,5.120893812070284
0451166892,The Pillars of the Earth,Ken Follett,1996.0,Signet Book,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,55,8.472727272727273,Fiction,30.0,5.67187165775401
067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995.0,Vintage,http://images.amazon.com/images/P/067976397X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg,21,8.0,Fiction,31.0,5.024598930481283
0786868716,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,150,8.06,Fiction,23.0,6.440278074866311
0446608653,The Alibi,Sandra Brown,2000.0,Warner Books,http://images.amazon.com/images/P/0446608653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg,13,7.461538461538462,Fiction,26.0,4.615960510078157
0446612545,The Beach House,James Patterson,2003.0,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,55,7.581818181818182,Fiction,23.0,5.137326203208556
0446612618,A Kiss Remembered,Sandra Brown,2003.0,Warner Books,http://images.amazon.com/images/P/0446612618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.LZZZZZZZ.jpg,9,6.444444444444445,Romance,23.0,3.9629233511586452
0451208080,The Short Forever,Stuart Woods,2003.0,Signet Book,http://images.amazon.com/images/P/0451208080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.LZZZZZZZ.jpg,11,7.454545454545454,Fiction,23.0,4.590374331550802
0553584383,Dead Aim,IRIS JOHANSEN,2004.0,Bantam Books,http://images.amazon.com/images/P/0553584383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg,17,7.470588235294118,Horror,22.0,4.664171122994652
0671027360,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg,167,8.221556886227544,Fiction,25.0,6.719030388421018
0316735736,All He Ever Wanted: A Novel,Anita Shreve,2004.0,Back Bay Books,http://images.amazon.com/images/P/0316735736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg,14,7.857142857142857,Fiction,22.0,4.864018334606569
0743439740,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule,2002.0,Pocket,http://images.amazon.com/images/P/0743439740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg,18,8.555555555555555,Mystery,24.0,5.32584670231729
0380619458,The Mosquito Coast,Paul Theroux,1990.0,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380619458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg,10,8.0,Fiction,36.0,4.906951871657754
0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000.0,Pocket,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,60,7.25,Romance,26.0,4.991711229946524
0425184226,The Sum of All Fears,Tom Clancy,2002.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg,22,7.5,Fiction,24.0,4.735294117647059
0060929790,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial,http://images.amazon.com/images/P/0060929790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg,31,8.35483870967742,Fiction,28.0,5.344454027945488
0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg,123,7.642276422764228,Fiction,30.0,5.9008738750489105
0061099325,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1992.0,HarperTorch,http://images.amazon.com/images/P/0061099325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg,11,7.909090909090909,Fiction,34.0,4.863101604278074
0671004573,Before I Say Good-Bye,Mary Higgins Clark,2001.0,Pocket,http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg,38,7.7105263157894735,Fiction,25.0,5.032732901773149
0446601640,Slow Waltz in Cedar Bend,Robert James Waller,1994.0,Warner Books,http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg,12,7.333333333333333,Fiction,32.0,4.528342245989304
038572179X,Atonement : A Novel,IAN MCEWAN,2003.0,Anchor,http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg,48,7.645833333333333,Fiction,23.0,5.100868983957219
0451410319,Hush,Anne Frasier,2002.0,Onyx Books,http://images.amazon.com/images/P/0451410319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg,11,7.636363636363637,Fiction,24.0,4.699465240641711
0553583468,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)",Kay Hooper,2002.0,Bantam Books,http://images.amazon.com/images/P/0553583468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg,26,7.6923076923076925,Fiction,24.0,4.893459481694776
0380778556,Rebecca,Daphne Du Maurier,1994.0,Avon,http://images.amazon.com/images/P/0380778556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg,26,8.038461538461538,Fiction,32.0,5.1011517893870835
0451525221,Scarlet Letter,Nathaniel Hawthorne,1993.0,Signet Book,http://images.amazon.com/images/P/0451525221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg,8,7.125,Fiction,33.0,4.360561497326203
0385336772,Diary of a Mad Mom-To-Be,Laura Wolf,2003.0,Delta,http://images.amazon.com/images/P/0385336772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg,11,8.272727272727273,Fiction,23.0,5.081283422459893
044651747X,Puerto Vallarta Squeeze,Robert James Waller,1995.0,Warner Books,http://images.amazon.com/images/P/044651747X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg,9,6.444444444444445,Fiction,31.0,3.9629233511586452
0060801263,Tree Grows In Brooklyn,Betty Smith,1988.0,Harpercollins Publisher,http://images.amazon.com/images/P/0060801263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg,6,9.5,Fiction,38.0,5.764171122994653
0446527165,Wish You Well,David Baldacci,2000.0,Warner Books,http://images.amazon.com/images/P/0446527165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg,21,7.761904761904762,Fiction,26.0,4.88174178762414
0671461494,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1982.0,Pocket,http://images.amazon.com/images/P/0671461494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.LZZZZZZZ.jpg,9,8.555555555555555,Science Fiction,44.0,5.229590017825312
0385337639,Crow Lake (Today Show Book Club #7),Mary Lawson,2003.0,Delta,http://images.amazon.com/images/P/0385337639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg,17,8.470588235294118,Fiction,23.0,5.264171122994652
039575514X,My Antonia,Willa Cather,1995.0,Mariner Books,http://images.amazon.com/images/P/039575514X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.LZZZZZZZ.jpg,9,8.777777777777779,Fiction,31.0,5.362923351158646
0451206673,Pen Pals,Olivia Goldsmith,2002.0,Signet Book,http://images.amazon.com/images/P/0451206673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg,18,7.944444444444445,Fiction,24.0,4.959180035650624
0330332775,Bridget Jones's Diary,Helen Fielding,1997.0,Picador (UK),http://images.amazon.com/images/P/0330332775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg,37,7.594594594594595,Fiction,29.0,4.9524786818904465
0486284735,Pride and Prejudice (Dover Thrift Editions),Jane Austen,1995.0,Dover Publications,http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg,12,8.416666666666666,Fiction,31.0,5.178342245989304
0399138684,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,1994.0,Putnam Pub Group,http://images.amazon.com/images/P/0399138684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg,5,8.0,Fiction,32.0,4.853475935828877
0345354931,Night Mare (Xanth Novels (Paperback)),Piers Anthony,1990.0,Del Rey Books,http://images.amazon.com/images/P/0345354931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg,11,7.909090909090909,Fiction,36.0,4.863101604278074
0553278223,The Martian Chronicles,RAY BRADBURY,1984.0,Spectra,http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg,21,8.19047619047619,Fiction,42.0,5.138884644766997
0060977493,The God of Small Things,Arundhati Roy,1998.0,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,57,7.333333333333333,Fiction,28.0,5.009625668449197
0316602906,The Big Bad Wolf: A Novel,James Patterson,2003.0,"Little, Brown",http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,32,8.15625,Fiction,23.0,5.235995989304813
0316693006,Four Blind Mice,James Patterson,2002.0,"Little, Brown",http://images.amazon.com/images/P/0316693006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg,48,8.541666666666666,Fiction,24.0,5.638368983957219
0345311396,Private Screening,Richard North Patterson,1994.0,Ballantine Books,http://images.amazon.com/images/P/0345311396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg,8,6.625,Fiction,32.0,4.060561497326203
